"id_contrat","age_souscription","genre","duree","capital_assure","fumeur","annee_souscription","age_actuel","anciennete","duree_restante"
"DC00481",30,"H",15,483000,FALSE,2023,33,3,12
"DC00482",32,"F",10,213000,FALSE,2021,37,5,5
"DC00483",56,"H",10,297000,FALSE,2023,59,3,7
"DC00484",53,"H",10,227000,TRUE,2025,54,1,9
"DC00485",34,"F",10,90000,FALSE,2024,36,2,8
"DC00486",56,"F",10,102000,FALSE,2023,59,3,7
"DC00487",33,"F",10,131000,FALSE,2022,37,4,6
"DC00488",56,"F",14,63000,FALSE,2018,64,8,6
"DC00489",45,"F",10,306000,FALSE,2022,49,4,6
"DC00490",47,"H",5,143000,FALSE,2023,50,3,2
"DC00491",37,"H",20,157000,TRUE,2022,41,4,16
"DC00492",36,"H",15,178000,FALSE,2023,39,3,12
"DC00493",58,"F",10,351000,FALSE,2021,63,5,5
"DC00494",53,"F",10,119000,FALSE,2019,60,7,3
"DC00495",31,"H",20,74000,FALSE,2025,32,1,19
"DC00496",49,"F",5,227000,FALSE,2023,52,3,2
"DC00497",54,"H",10,69000,FALSE,2023,57,3,7
"DC00498",39,"H",20,133000,FALSE,2022,43,4,16
"DC00499",45,"H",5,158000,TRUE,2024,47,2,3
"DC00500",44,"H",15,47000,TRUE,2021,49,5,10
"DC00502",39,"F",10,326000,FALSE,2024,41,2,8
"DC00503",47,"H",15,231000,FALSE,2025,48,1,14
"DC00504",52,"F",15,224000,FALSE,2023,55,3,12
"DC00505",40,"F",20,144000,FALSE,2023,43,3,17
"DC00506",53,"H",15,204000,FALSE,2020,59,6,9
"DC00507",24,"H",20,108000,FALSE,2022,28,4,16
"DC00508",31,"F",10,413000,FALSE,2018,39,8,2
"DC00509",22,"H",10,131000,TRUE,2022,26,4,6
"DC00510",37,"F",15,500000,TRUE,2023,40,3,12
"DC00512",27,"F",15,108000,FALSE,2022,31,4,11
"DC00514",49,"H",10,600000,FALSE,2022,53,4,6
"DC00515",39,"F",10,79000,FALSE,2024,41,2,8
"DC00516",53,"F",5,178000,FALSE,2023,56,3,2
"DC00517",40,"H",10,93000,FALSE,2022,44,4,6
"DC00518",38,"H",20,91000,TRUE,2018,46,8,12
"DC00519",37,"F",20,308000,TRUE,2025,38,1,19
"DC00520",59,"H",10,139000,FALSE,2021,64,5,5
"DC00521",43,"F",10,67000,FALSE,2024,45,2,8
"DC00522",48,"H",20,167000,FALSE,2021,53,5,15
"DC00523",53,"H",17,200000,FALSE,2018,61,8,9
"DC00524",41,"F",10,91000,FALSE,2022,45,4,6
"DC00525",23,"H",20,122000,TRUE,2022,27,4,16
"DC00526",42,"F",20,391000,TRUE,2020,48,6,14
"DC00527",36,"F",15,131000,FALSE,2019,43,7,8
"DC00528",39,"F",25,23000,FALSE,2019,46,7,18
"DC00529",58,"F",12,267000,FALSE,2025,59,1,11
"DC00530",28,"F",10,95000,FALSE,2018,36,8,2
"DC00531",38,"H",10,156000,TRUE,2020,44,6,4
"DC00532",40,"F",10,224000,FALSE,2022,44,4,6
"DC00533",36,"H",15,30000,FALSE,2021,41,5,10
"DC00534",53,"F",17,497000,FALSE,2021,58,5,12
"DC00535",26,"H",10,585000,TRUE,2021,31,5,5
"DC00536",23,"H",15,83000,TRUE,2022,27,4,11
"DC00537",20,"F",30,295000,FALSE,2025,21,1,29
"DC00538",47,"F",10,1022000,FALSE,2023,50,3,7
"DC00539",36,"H",20,71000,FALSE,2022,40,4,16
"DC00540",55,"H",15,262000,TRUE,2018,63,8,7
"DC00541",53,"F",17,75000,FALSE,2022,57,4,13
"DC00542",46,"F",20,98000,FALSE,2020,52,6,14
"DC00543",48,"H",15,116000,FALSE,2021,53,5,10
"DC00544",45,"H",10,132000,FALSE,2020,51,6,4
"DC00545",40,"H",15,440000,TRUE,2019,47,7,8
"DC00546",59,"F",10,337000,FALSE,2023,62,3,7
"DC00547",54,"H",16,315000,FALSE,2021,59,5,11
"DC00548",32,"H",20,206000,FALSE,2023,35,3,17
"DC00549",53,"F",10,288000,FALSE,2020,59,6,4
"DC00550",55,"H",5,132000,FALSE,2023,58,3,2
"DC00551",60,"H",10,105000,TRUE,2024,62,2,8
"DC00552",47,"F",20,78000,FALSE,2025,48,1,19
"DC00553",29,"H",15,79000,TRUE,2020,35,6,9
"DC00554",51,"H",10,280000,FALSE,2023,54,3,7
"DC00555",46,"H",24,106000,FALSE,2023,49,3,21
"DC00556",52,"F",18,65000,FALSE,2025,53,1,17
"DC00557",20,"H",10,466000,TRUE,2020,26,6,4
"DC00558",33,"H",20,456000,FALSE,2019,40,7,13
"DC00559",51,"H",19,338000,FALSE,2021,56,5,14
"DC00560",47,"F",15,141000,FALSE,2022,51,4,11
"DC00561",51,"F",10,47000,TRUE,2022,55,4,6
"DC00563",49,"F",10,166000,FALSE,2020,55,6,4
"DC00565",53,"H",15,157000,FALSE,2019,60,7,8
"DC00566",60,"H",10,116000,TRUE,2018,68,8,2
"DC00567",54,"F",16,311000,TRUE,2019,61,7,9
"DC00568",43,"H",10,59000,TRUE,2025,44,1,9
"DC00569",53,"H",10,355000,FALSE,2020,59,6,4
"DC00570",43,"H",10,117000,TRUE,2022,47,4,6
"DC00571",47,"H",10,236000,FALSE,2023,50,3,7
"DC00572",37,"H",15,89000,FALSE,2020,43,6,9
"DC00573",49,"F",15,238000,FALSE,2022,53,4,11
"DC00574",41,"H",29,49000,TRUE,2018,49,8,21
"DC00575",45,"H",20,71000,FALSE,2024,47,2,18
"DC00576",39,"H",10,379000,TRUE,2021,44,5,5
"DC00577",50,"F",5,24000,TRUE,2022,54,4,1
"DC00578",59,"H",10,243000,FALSE,2018,67,8,2
"DC00579",49,"H",21,151000,TRUE,2022,53,4,17
"DC00580",27,"F",20,64000,TRUE,2021,32,5,15
"DC00581",44,"H",15,102000,FALSE,2025,45,1,14
"DC00582",57,"F",5,180000,FALSE,2025,58,1,4
"DC00583",54,"H",16,133000,TRUE,2019,61,7,9
"DC00584",20,"H",20,205000,FALSE,2022,24,4,16
"DC00585",49,"F",21,200000,TRUE,2024,51,2,19
"DC00586",23,"F",10,732000,FALSE,2020,29,6,4
"DC00587",47,"F",15,107000,FALSE,2021,52,5,10
"DC00588",60,"H",10,224000,FALSE,2019,67,7,3
"DC00589",52,"F",5,128000,FALSE,2023,55,3,2
"DC00590",25,"H",20,59000,FALSE,2020,31,6,14
"DC00591",39,"H",25,198000,FALSE,2023,42,3,22
"DC00592",33,"H",10,47000,TRUE,2022,37,4,6
"DC00593",28,"H",10,256000,FALSE,2022,32,4,6
"DC00594",47,"H",15,159000,FALSE,2024,49,2,13
"DC00595",50,"H",20,234000,FALSE,2023,53,3,17
"DC00596",43,"F",10,80000,FALSE,2020,49,6,4
"DC00597",25,"H",15,118000,TRUE,2019,32,7,8
"DC00599",30,"F",20,310000,FALSE,2019,37,7,13
"DC00600",28,"H",15,54000,FALSE,2022,32,4,11
"DC00601",37,"H",15,268000,FALSE,2019,44,7,8
"DC00602",38,"H",10,184000,FALSE,2021,43,5,5
"DC00603",52,"H",10,282000,FALSE,2021,57,5,5
"DC00604",59,"F",10,179000,TRUE,2021,64,5,5
"DC00605",30,"H",25,271000,TRUE,2025,31,1,24
"DC00606",52,"F",15,135000,FALSE,2018,60,8,7
"DC00607",57,"H",13,76000,FALSE,2019,64,7,6
"DC00608",53,"F",17,36000,FALSE,2021,58,5,12
"DC00609",56,"F",10,452000,FALSE,2019,63,7,3
"DC00610",20,"F",30,369000,FALSE,2021,25,5,25
"DC00611",49,"H",15,44000,FALSE,2023,52,3,12
"DC00612",37,"H",15,322000,FALSE,2024,39,2,13
"DC00613",23,"F",20,101000,TRUE,2025,24,1,19
"DC00614",34,"F",10,215000,FALSE,2018,42,8,2
"DC00615",26,"F",10,104000,FALSE,2022,30,4,6
"DC00616",33,"F",30,463000,FALSE,2022,37,4,26
"DC00617",29,"H",15,383000,FALSE,2023,32,3,12
"DC00618",54,"H",16,333000,FALSE,2020,60,6,10
"DC00619",26,"H",20,110000,FALSE,2024,28,2,18
"DC00620",24,"F",15,118000,FALSE,2018,32,8,7
"DC00621",43,"H",15,168000,TRUE,2020,49,6,9
"DC00622",57,"F",13,105000,FALSE,2021,62,5,8
"DC00623",24,"H",10,67000,FALSE,2021,29,5,5
"DC00624",40,"H",20,131000,FALSE,2023,43,3,17
"DC00625",60,"F",10,71000,FALSE,2022,64,4,6
"DC00626",54,"H",16,189000,FALSE,2021,59,5,11
"DC00627",22,"H",10,108000,TRUE,2019,29,7,3
"DC00628",28,"H",15,120000,FALSE,2023,31,3,12
"DC00629",46,"F",20,47000,TRUE,2020,52,6,14
"DC00630",48,"H",15,496000,FALSE,2022,52,4,11
"DC00631",46,"H",10,137000,FALSE,2022,50,4,6
"DC00632",58,"F",12,123000,FALSE,2022,62,4,8
"DC00633",36,"H",20,341000,FALSE,2023,39,3,17
"DC00634",53,"H",5,74000,TRUE,2025,54,1,4
"DC00635",39,"H",25,90000,FALSE,2023,42,3,22
"DC00636",45,"H",20,248000,TRUE,2021,50,5,15
"DC00637",31,"F",10,267000,FALSE,2023,34,3,7
"DC00638",43,"H",15,45000,FALSE,2019,50,7,8
"DC00639",43,"H",5,162000,FALSE,2024,45,2,3
"DC00640",57,"F",10,170000,FALSE,2018,65,8,2
"DC00642",41,"H",10,316000,FALSE,2024,43,2,8
"DC00643",49,"H",15,56000,FALSE,2021,54,5,10
"DC00644",29,"H",20,114000,FALSE,2023,32,3,17
"DC00645",52,"H",15,57000,TRUE,2025,53,1,14
"DC00646",26,"H",15,130000,FALSE,2019,33,7,8
"DC00647",44,"H",15,66000,FALSE,2021,49,5,10
"DC00648",43,"H",10,126000,TRUE,2023,46,3,7
"DC00649",21,"H",10,182000,FALSE,2025,22,1,9
"DC00650",55,"F",15,232000,FALSE,2025,56,1,14
"DC00651",27,"H",20,133000,FALSE,2020,33,6,14
"DC00652",33,"F",5,152000,TRUE,2024,35,2,3
"DC00653",36,"H",20,145000,FALSE,2021,41,5,15
"DC00654",56,"H",14,113000,FALSE,2021,61,5,9
"DC00655",36,"F",15,151000,TRUE,2021,41,5,10
"DC00656",35,"F",30,51000,FALSE,2022,39,4,26
"DC00657",51,"F",10,56000,FALSE,2021,56,5,5
"DC00658",44,"F",20,120000,FALSE,2023,47,3,17
"DC00659",57,"H",13,44000,FALSE,2022,61,4,9
"DC00660",22,"H",10,224000,TRUE,2023,25,3,7
"DC00661",33,"F",20,57000,FALSE,2025,34,1,19
"DC00662",28,"F",20,140000,TRUE,2025,29,1,19
"DC00663",28,"H",10,139000,FALSE,2025,29,1,9
"DC00664",43,"H",15,541000,FALSE,2021,48,5,10
"DC00667",54,"F",16,468000,TRUE,2022,58,4,12
"DC00668",58,"F",10,43000,FALSE,2023,61,3,7
"DC00669",52,"F",10,112000,FALSE,2019,59,7,3
"DC00671",41,"H",10,149000,FALSE,2025,42,1,9
"DC00672",23,"H",5,165000,FALSE,2023,26,3,2
"DC00673",48,"H",15,366000,TRUE,2025,49,1,14
"DC00674",46,"H",15,221000,FALSE,2020,52,6,9
"DC00675",27,"F",10,60000,FALSE,2021,32,5,5
"DC00676",31,"H",20,170000,FALSE,2025,32,1,19
"DC00677",28,"F",10,86000,FALSE,2025,29,1,9
"DC00678",43,"F",10,244000,FALSE,2019,50,7,3
"DC00679",22,"H",25,165000,TRUE,2021,27,5,20
"DC00680",22,"F",15,150000,FALSE,2025,23,1,14
"DC00681",45,"H",10,40000,TRUE,2019,52,7,3
"DC00682",60,"H",10,221000,FALSE,2025,61,1,9
"DC00683",26,"H",20,186000,FALSE,2022,30,4,16
"DC00684",46,"F",24,51000,FALSE,2021,51,5,19
"DC00685",42,"H",10,90000,FALSE,2025,43,1,9
"DC00686",51,"F",19,101000,FALSE,2018,59,8,11
"DC00687",34,"H",15,230000,FALSE,2021,39,5,10
"DC00688",39,"H",20,50000,FALSE,2020,45,6,14
"DC00689",54,"H",16,61000,FALSE,2025,55,1,15
"DC00690",46,"H",10,201000,FALSE,2025,47,1,9
"DC00691",38,"H",25,153000,FALSE,2023,41,3,22
"DC00692",21,"H",10,118000,FALSE,2023,24,3,7
"DC00693",41,"H",10,181000,FALSE,2018,49,8,2
"DC00694",56,"F",10,126000,FALSE,2022,60,4,6
"DC00695",60,"H",10,42000,TRUE,2025,61,1,9
"DC00696",52,"F",5,65000,FALSE,2022,56,4,1
"DC00698",37,"H",15,67000,TRUE,2018,45,8,7
"DC00699",56,"H",14,413000,FALSE,2024,58,2,12
"DC00700",54,"F",16,424000,FALSE,2019,61,7,9
"DC00701",44,"H",15,54000,FALSE,2023,47,3,12
"DC00702",58,"F",12,313000,FALSE,2021,63,5,7
"DC00703",33,"H",15,165000,TRUE,2021,38,5,10
"DC00704",46,"H",10,179000,TRUE,2024,48,2,8
"DC00705",29,"H",15,159000,FALSE,2023,32,3,12
"DC00706",42,"F",20,193000,FALSE,2025,43,1,19
"DC00708",40,"F",20,101000,TRUE,2024,42,2,18
"DC00709",60,"H",10,509000,TRUE,2024,62,2,8
"DC00710",58,"F",12,81000,FALSE,2020,64,6,6
"DC00711",25,"H",15,92000,FALSE,2021,30,5,10
"DC00712",47,"H",20,69000,FALSE,2018,55,8,12
"DC00713",27,"H",10,183000,TRUE,2019,34,7,3
"DC00714",50,"H",20,97000,FALSE,2024,52,2,18
"DC00715",45,"F",20,160000,FALSE,2024,47,2,18
"DC00716",43,"H",20,187000,TRUE,2021,48,5,15
"DC00717",56,"H",14,845000,FALSE,2024,58,2,12
"DC00718",38,"H",15,61000,FALSE,2024,40,2,13
"DC00719",39,"H",10,350000,FALSE,2023,42,3,7
"DC00720",30,"F",10,164000,FALSE,2023,33,3,7
"DC00721",46,"H",10,64000,TRUE,2020,52,6,4
"DC00722",26,"H",10,586000,FALSE,2025,27,1,9
"DC00723",23,"H",10,396000,FALSE,2021,28,5,5
"DC00724",50,"F",10,213000,FALSE,2022,54,4,6
"DC00726",20,"F",5,190000,FALSE,2023,23,3,2
"DC00727",24,"F",25,122000,FALSE,2023,27,3,22
"DC00728",36,"F",15,298000,TRUE,2024,38,2,13
"DC00729",20,"F",30,365000,FALSE,2024,22,2,28
"DC00730",43,"F",15,42000,TRUE,2025,44,1,14
"DC00731",52,"H",18,196000,TRUE,2023,55,3,15
"DC00733",22,"F",10,219000,FALSE,2024,24,2,8
"DC00734",24,"H",15,122000,FALSE,2023,27,3,12
"DC00735",58,"F",10,102000,FALSE,2019,65,7,3
"DC00736",25,"H",25,118000,FALSE,2022,29,4,21
"DC00737",35,"H",10,171000,FALSE,2019,42,7,3
"DC00738",32,"H",5,120000,FALSE,2024,34,2,3
"DC00739",52,"F",18,161000,FALSE,2021,57,5,13
"DC00740",29,"F",10,227000,FALSE,2023,32,3,7
"DC00741",33,"F",10,253000,FALSE,2019,40,7,3
"DC00742",53,"F",17,135000,FALSE,2025,54,1,16
"DC00743",35,"F",10,77000,FALSE,2022,39,4,6
"DC00744",60,"H",10,141000,FALSE,2022,64,4,6
"DC00745",36,"F",10,160000,FALSE,2019,43,7,3
"DC00746",21,"F",5,35000,FALSE,2023,24,3,2
"DC00747",34,"H",15,40000,FALSE,2025,35,1,14
"DC00748",42,"F",15,123000,FALSE,2023,45,3,12
"DC00749",46,"H",20,86000,FALSE,2023,49,3,17
"DC00750",59,"F",10,108000,FALSE,2023,62,3,7
"DC00751",22,"F",10,93000,TRUE,2021,27,5,5
"DC00752",53,"F",15,33000,FALSE,2021,58,5,10
"DC00753",22,"H",15,124000,TRUE,2021,27,5,10
"DC00754",56,"F",14,111000,TRUE,2024,58,2,12
"DC00755",41,"H",10,119000,TRUE,2022,45,4,6
"DC00756",52,"H",15,88000,FALSE,2020,58,6,9
"DC00758",33,"H",30,112000,FALSE,2020,39,6,24
"DC00759",57,"H",5,92000,FALSE,2024,59,2,3
"DC00760",35,"H",10,161000,FALSE,2024,37,2,8
"DC00761",29,"F",20,167000,TRUE,2024,31,2,18
"DC00762",46,"H",20,200000,FALSE,2024,48,2,18
"DC00763",27,"F",15,45000,FALSE,2020,33,6,9
"DC00764",42,"H",15,279000,FALSE,2024,44,2,13
"DC00765",28,"H",5,136000,TRUE,2023,31,3,2
"DC00766",54,"H",15,171000,FALSE,2023,57,3,12
"DC00767",53,"H",17,115000,FALSE,2021,58,5,12
"DC00768",57,"H",13,109000,FALSE,2021,62,5,8
"DC00769",53,"F",10,194000,FALSE,2022,57,4,6
"DC00770",49,"H",10,183000,FALSE,2023,52,3,7
"DC00771",44,"H",26,139000,FALSE,2019,51,7,19
"DC00772",49,"H",21,225000,FALSE,2021,54,5,16
"DC00773",28,"F",10,339000,FALSE,2019,35,7,3
"DC00774",56,"H",14,79000,FALSE,2023,59,3,11
"DC00775",36,"F",10,110000,FALSE,2021,41,5,5
"DC00776",39,"H",15,134000,TRUE,2023,42,3,12
"DC00777",55,"F",15,62000,FALSE,2023,58,3,12
"DC00778",57,"F",13,283000,TRUE,2022,61,4,9
"DC00779",53,"F",17,144000,TRUE,2023,56,3,14
"DC00780",22,"H",10,65000,FALSE,2022,26,4,6
"DC00781",36,"H",20,173000,FALSE,2025,37,1,19
"DC00782",43,"H",15,128000,FALSE,2020,49,6,9
"DC00783",30,"H",10,105000,FALSE,2021,35,5,5
"DC00784",27,"H",15,89000,FALSE,2018,35,8,7
"DC00785",58,"H",12,563000,FALSE,2022,62,4,8
"DC00786",39,"F",10,356000,FALSE,2023,42,3,7
"DC00787",47,"H",20,101000,FALSE,2019,54,7,13
"DC00788",42,"H",5,179000,TRUE,2022,46,4,1
"DC00789",52,"F",18,170000,FALSE,2025,53,1,17
"DC00790",38,"F",10,252000,FALSE,2025,39,1,9
"DC00791",35,"F",10,107000,FALSE,2024,37,2,8
"DC00792",59,"H",11,489000,FALSE,2019,66,7,4
"DC00793",29,"H",5,246000,FALSE,2022,33,4,1
"DC00794",29,"H",20,233000,FALSE,2022,33,4,16
"DC00795",38,"H",10,111000,FALSE,2022,42,4,6
"DC00796",32,"H",15,305000,FALSE,2024,34,2,13
"DC00797",42,"H",20,243000,FALSE,2024,44,2,18
"DC00798",59,"F",5,233000,FALSE,2022,63,4,1
"DC00799",57,"H",10,89000,FALSE,2020,63,6,4
"DC00800",58,"H",5,188000,FALSE,2022,62,4,1
"DC00801",58,"F",10,136000,TRUE,2025,59,1,9
"DC00802",56,"H",14,156000,FALSE,2022,60,4,10
"DC00803",20,"H",10,162000,FALSE,2025,21,1,9
"DC00804",53,"F",10,61000,FALSE,2025,54,1,9
"DC00806",57,"H",13,59000,FALSE,2021,62,5,8
"DC00807",55,"F",15,175000,FALSE,2020,61,6,9
"DC00808",31,"H",10,455000,TRUE,2019,38,7,3
"DC00809",25,"F",20,339000,FALSE,2021,30,5,15
"DC00810",36,"F",10,195000,FALSE,2025,37,1,9
"DC00811",20,"H",10,71000,FALSE,2025,21,1,9
"DC00812",39,"H",20,104000,TRUE,2024,41,2,18
"DC00813",45,"F",15,153000,FALSE,2023,48,3,12
"DC00814",38,"F",15,94000,FALSE,2024,40,2,13
"DC00815",56,"F",14,156000,FALSE,2023,59,3,11
"DC00816",22,"F",10,76000,FALSE,2020,28,6,4
"DC00817",38,"H",30,217000,FALSE,2023,41,3,27
"DC00818",39,"F",25,138000,TRUE,2023,42,3,22
"DC00819",50,"H",10,90000,FALSE,2023,53,3,7
"DC00820",33,"F",10,90000,FALSE,2022,37,4,6
"DC00821",53,"H",5,113000,FALSE,2023,56,3,2
"DC00822",52,"H",18,174000,FALSE,2018,60,8,10
"DC00823",41,"F",15,166000,FALSE,2023,44,3,12
"DC00824",26,"H",15,137000,FALSE,2025,27,1,14
"DC00825",57,"F",5,83000,FALSE,2025,58,1,4
"DC00827",49,"H",20,182000,FALSE,2019,56,7,13
"DC00828",44,"H",10,107000,FALSE,2023,47,3,7
"DC00829",29,"H",20,138000,FALSE,2018,37,8,12
"DC00830",49,"H",20,215000,FALSE,2023,52,3,17
"DC00831",46,"H",15,43000,FALSE,2021,51,5,10
"DC00832",38,"H",10,63000,FALSE,2023,41,3,7
"DC00833",28,"H",15,78000,FALSE,2018,36,8,7
"DC00834",41,"F",15,274000,FALSE,2020,47,6,9
"DC00835",46,"F",15,131000,FALSE,2022,50,4,11
"DC00836",27,"H",10,240000,FALSE,2024,29,2,8
"DC00837",38,"F",15,111000,FALSE,2018,46,8,7
"DC00838",26,"H",20,361000,FALSE,2023,29,3,17
"DC00839",45,"H",15,329000,FALSE,2024,47,2,13
"DC00840",35,"H",20,189000,FALSE,2022,39,4,16
"DC00841",27,"F",5,62000,TRUE,2024,29,2,3
"DC00842",42,"F",10,127000,FALSE,2024,44,2,8
"DC00843",40,"F",15,58000,FALSE,2021,45,5,10
"DC00844",35,"H",10,50000,FALSE,2021,40,5,5
"DC00845",50,"F",10,84000,FALSE,2020,56,6,4
"DC00846",48,"H",15,274000,FALSE,2022,52,4,11
"DC00847",46,"F",15,333000,FALSE,2019,53,7,8
"DC00848",29,"H",15,178000,TRUE,2021,34,5,10
"DC00849",39,"F",10,238000,FALSE,2024,41,2,8
"DC00850",37,"F",10,88000,FALSE,2024,39,2,8
"DC00851",35,"H",30,132000,TRUE,2024,37,2,28
"DC00852",27,"F",10,63000,FALSE,2024,29,2,8
"DC00853",40,"F",30,133000,FALSE,2023,43,3,27
"DC00855",42,"H",15,184000,TRUE,2024,44,2,13
"DC00856",21,"H",15,165000,FALSE,2022,25,4,11
"DC00857",52,"H",15,422000,FALSE,2023,55,3,12
"DC00858",47,"H",10,538000,FALSE,2023,50,3,7
"DC00859",50,"H",10,156000,TRUE,2024,52,2,8
"DC00861",28,"H",20,91000,FALSE,2022,32,4,16
"DC00862",52,"H",18,33000,TRUE,2023,55,3,15
"DC00864",25,"F",15,102000,TRUE,2019,32,7,8
"DC00865",31,"F",5,319000,FALSE,2023,34,3,2
"DC00866",38,"H",20,296000,FALSE,2018,46,8,12
"DC00867",52,"F",15,214000,FALSE,2022,56,4,11
"DC00868",30,"F",15,218000,FALSE,2022,34,4,11
"DC00869",47,"H",23,202000,TRUE,2023,50,3,20
"DC00870",46,"H",10,166000,FALSE,2021,51,5,5
"DC00871",35,"F",30,140000,FALSE,2022,39,4,26
"DC00872",33,"F",15,110000,FALSE,2018,41,8,7
"DC00873",42,"H",15,132000,FALSE,2019,49,7,8
"DC00874",56,"H",14,129000,TRUE,2024,58,2,12
"DC00875",59,"H",11,114000,TRUE,2024,61,2,9
"DC00876",38,"F",30,191000,FALSE,2020,44,6,24
"DC00877",26,"H",25,204000,FALSE,2025,27,1,24
"DC00878",52,"F",10,833000,FALSE,2018,60,8,2
"DC00879",43,"F",15,214000,FALSE,2020,49,6,9
"DC00880",34,"F",15,196000,FALSE,2021,39,5,10
"DC00881",27,"H",20,197000,FALSE,2024,29,2,18
"DC00882",25,"H",15,62000,FALSE,2021,30,5,10
"DC00883",53,"H",10,136000,FALSE,2021,58,5,5
"DC00884",52,"H",15,93000,FALSE,2020,58,6,9
"DC00885",49,"H",10,71000,FALSE,2023,52,3,7
"DC00886",56,"H",14,51000,FALSE,2020,62,6,8
"DC00887",56,"F",10,263000,FALSE,2023,59,3,7
"DC00888",46,"F",10,219000,FALSE,2025,47,1,9
"DC00889",46,"H",10,147000,TRUE,2022,50,4,6
"DC00890",36,"H",10,44000,FALSE,2021,41,5,5
"DC00891",36,"F",10,116000,FALSE,2024,38,2,8
"DC00892",45,"F",15,197000,FALSE,2020,51,6,9
"DC00893",49,"H",21,173000,FALSE,2019,56,7,14
"DC00894",46,"F",20,75000,FALSE,2024,48,2,18
"DC00895",38,"F",10,326000,TRUE,2021,43,5,5
"DC00896",32,"H",10,46000,TRUE,2024,34,2,8
"DC00897",37,"F",15,163000,FALSE,2024,39,2,13
"DC00898",29,"F",15,116000,TRUE,2022,33,4,11
"DC00899",22,"H",15,85000,FALSE,2025,23,1,14
"DC00900",47,"F",15,51000,FALSE,2020,53,6,9
"DC00901",40,"F",15,242000,FALSE,2022,44,4,11
"DC00902",29,"F",20,104000,FALSE,2022,33,4,16
"DC00903",52,"F",18,85000,FALSE,2024,54,2,16
"DC00904",30,"F",5,55000,FALSE,2022,34,4,1
"DC00905",32,"F",25,389000,FALSE,2021,37,5,20
"DC00906",26,"F",15,221000,FALSE,2020,32,6,9
"DC00907",59,"F",10,186000,FALSE,2023,62,3,7
"DC00908",55,"H",15,164000,FALSE,2025,56,1,14
"DC00910",24,"H",10,125000,FALSE,2020,30,6,4
"DC00911",39,"F",10,299000,FALSE,2025,40,1,9
"DC00912",42,"H",10,85000,FALSE,2018,50,8,2
"DC00913",38,"F",10,607000,TRUE,2024,40,2,8
"DC00916",57,"H",13,101000,FALSE,2024,59,2,11
"DC00917",58,"H",10,215000,TRUE,2021,63,5,5
"DC00918",29,"H",10,73000,TRUE,2018,37,8,2
"DC00919",47,"H",10,108000,FALSE,2025,48,1,9
"DC00920",54,"F",10,68000,FALSE,2023,57,3,7
"DC00921",43,"H",5,129000,FALSE,2023,46,3,2
"DC00922",36,"F",25,229000,FALSE,2023,39,3,22
"DC00923",29,"F",15,392000,FALSE,2024,31,2,13
"DC00924",59,"F",5,47000,FALSE,2023,62,3,2
"DC00925",44,"F",25,269000,TRUE,2022,48,4,21
"DC00926",42,"H",10,364000,FALSE,2022,46,4,6
"DC00927",32,"F",30,161000,FALSE,2023,35,3,27
"DC00928",59,"H",11,95000,FALSE,2025,60,1,10
"DC00929",46,"H",20,252000,FALSE,2022,50,4,16
"DC00930",56,"H",14,296000,FALSE,2022,60,4,10
"DC00931",36,"H",5,188000,FALSE,2023,39,3,2
"DC00932",44,"F",25,269000,FALSE,2020,50,6,19
"DC00933",28,"F",15,108000,FALSE,2023,31,3,12
"DC00934",59,"H",11,650000,TRUE,2018,67,8,3
"DC00935",47,"H",10,46000,FALSE,2023,50,3,7
"DC00936",38,"F",10,120000,TRUE,2020,44,6,4
"DC00937",32,"H",10,113000,FALSE,2018,40,8,2
"DC00938",52,"H",15,65000,TRUE,2025,53,1,14
"DC00939",31,"F",25,187000,FALSE,2025,32,1,24
"DC00940",20,"H",15,73000,TRUE,2025,21,1,14
"DC00941",57,"F",5,189000,FALSE,2025,58,1,4
"DC00942",38,"F",20,161000,TRUE,2018,46,8,12
"DC00943",38,"F",20,140000,FALSE,2023,41,3,17
"DC00944",56,"H",14,90000,FALSE,2021,61,5,9
"DC00945",42,"H",5,168000,FALSE,2023,45,3,2
"DC00946",46,"H",20,181000,FALSE,2020,52,6,14
"DC00947",50,"H",10,170000,FALSE,2021,55,5,5
"DC00948",41,"H",15,165000,TRUE,2024,43,2,13
"DC00949",32,"H",10,166000,FALSE,2025,33,1,9
"DC00950",33,"H",15,146000,FALSE,2023,36,3,12
"DC00951",39,"H",20,59000,FALSE,2023,42,3,17
"DC00952",27,"H",25,42000,FALSE,2024,29,2,23
"DC00953",33,"F",20,275000,TRUE,2020,39,6,14
"DC00955",33,"H",25,126000,FALSE,2022,37,4,21
"DC00956",49,"F",5,124000,TRUE,2025,50,1,4
"DC00957",29,"H",25,491000,FALSE,2022,33,4,21
"DC00958",21,"H",10,400000,TRUE,2022,25,4,6
"DC00959",51,"F",19,126000,FALSE,2024,53,2,17
"DC00960",22,"H",15,119000,FALSE,2021,27,5,10
"DC00961",53,"F",10,59000,FALSE,2018,61,8,2
"DC00962",47,"H",20,271000,TRUE,2021,52,5,15
"DC00963",47,"H",10,27000,TRUE,2023,50,3,7
"DC00964",49,"H",21,116000,TRUE,2021,54,5,16
"DC00965",29,"F",10,170000,FALSE,2020,35,6,4
"DC00966",44,"F",25,80000,TRUE,2024,46,2,23
"DC00967",38,"F",25,356000,FALSE,2022,42,4,21
"DC00968",31,"H",10,172000,FALSE,2023,34,3,7
